Year,Month ,Plant,Customer ,Primary Market Code ,Material Type,Available Tons 
2020,March,Plant_3,Customer_215,Primary_Market_Code_2,Material_Type_5,0
2020,August,Plant_3,Customer_215,Primary_Market_Code_2,Material_Type_5,3.6425
2021,May,Plant_3,Customer_215,Primary_Market_Code_2,Material_Type_5,0
2021,September,Plant_3,Customer_215,Primary_Market_Code_2,Material_Type_5,0
2020,July,Plant_1,Customer_426,Primary_Market_Code_1,Material_Type_1,6.86
2020,July,Plant_7,Customer_92,Primary_Market_Code_17,Material_Type_12,275.895
2020,July,Plant_1,Customer_92,Primary_Market_Code_17,Material_Type_12,46.2835
2021,July,Plant_1,Customer_92,Primary_Market_Code_17,Material_Type_12,30.008
2021,November,Plant_1,Customer_92,Primary_Market_Code_17,Material_Type_12,30.659
2021,March,Plant_1,Customer_92,Primary_Market_Code_17,Material_Type_12,30.5735
2021,May,Plant_1,Customer_92,Primary_Market_Code_17,Material_Type_12,30.578
2020,May,Plant_1,Customer_92,Primary_Market_Code_17,Material_Type_12,26.62
2020,November,Plant_1,Customer_92,Primary_Market_Code_17,Material_Type_12,15.34
2020,July,Plant_2,Customer_92,Primary_Market_Code_17,Material_Type_12,77.2995
2021,October,Plant_2,Customer_92,Primary_Market_Code_17,Material_Type_12,79.169
2021,December,Plant_7,Customer_92,Primary_Market_Code_17,Material_Type_12,83.64
2020,March,Plant_1,Customer_92,Primary_Market_Code_2,Material_Type_1,0
2020,November,Plant_1,Customer_92,Primary_Market_Code_2,Material_Type_1,0
2021,September,Plant_1,Customer_92,Primary_Market_Code_2,Material_Type_1,0
2021,June,Plant_7,Customer_92,Primary_Market_Code_2,Material_Type_2,21.11
2022,January,Plant_2,Customer_92,Primary_Market_Code_2,Material_Type_2,4.855
2021,August,Plant_3,Customer_456,Primary_Market_Code_2,Material_Type_5,0
2021,July,Plant_3,Customer_456,Primary_Market_Code_2,Material_Type_5,12.3825
2021,June,Plant_3,Customer_456,Primary_Market_Code_17,Material_Type_12,53.69068535
2021,October,Plant_3,Customer_456,Primary_Market_Code_17,Material_Type_12,36.7254805
2021,June,Plant_2,Customer_57,Primary_Market_Code_17,Material_Type_12,457.6155
2020,March,Plant_2,Customer_57,Primary_Market_Code_17,Material_Type_12,2239.04
2021,October,Plant_2,Customer_57,Primary_Market_Code_17,Material_Type_12,475.24
2020,May,Plant_2,Customer_57,Primary_Market_Code_3,Material_Type_2,141.3175
2020,December,Plant_1,Customer_222,Primary_Market_Code_18,Material_Type_1,22.95
2020,October,Plant_1,Customer_222,Primary_Market_Code_18,Material_Type_1,22.95
2021,October,Plant_4,Customer_24,Primary_Market_Code_2,Material_Type_3,0
2022,January,Plant_4,Customer_24,Primary_Market_Code_2,Material_Type_3,0
2021,December,Plant_4,Customer_24,Primary_Market_Code_2,Material_Type_3,0
2020,March,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_3,41.765
2021,May,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_3,68.93
2021,June,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_3,22.95
2020,December,Plant_6,Customer_24,Primary_Market_Code_2,Material_Type_6,200.671
2021,May,Plant_6,Customer_24,Primary_Market_Code_2,Material_Type_6,393.8765
2020,November,Plant_6,Customer_24,Primary_Market_Code_2,Material_Type_6,129.288
2020,September,Plant_6,Customer_24,Primary_Market_Code_2,Material_Type_6,262.826
2021,June,Plant_6,Customer_24,Primary_Market_Code_2,Material_Type_6,455.876
2021,September,Plant_6,Customer_24,Primary_Market_Code_2,Material_Type_6,418.11625
2022,February,Plant_6,Customer_24,Primary_Market_Code_2,Material_Type_6,733.859619
2022,January,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_6,153.185
2020,June,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_6,148.2875
2020,August,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_6,94.95
2020,October,Plant_6,Customer_24,Primary_Market_Code_2,Material_Type_5,135.667
2020,May,Plant_6,Customer_24,Primary_Market_Code_2,Material_Type_5,241.523
2021,August,Plant_6,Customer_24,Primary_Market_Code_2,Material_Type_5,207.9315
2021,July,Plant_6,Customer_24,Primary_Market_Code_2,Material_Type_5,148.866
2021,September,Plant_6,Customer_24,Primary_Market_Code_2,Material_Type_5,233.8035
2020,November,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_5,193.960196
2020,September,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_5,64.950196
2022,February,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_5,391.5771235
2022,January,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_5,273.0596235
2020,November,Plant_2,Customer_24,Primary_Market_Code_2,Material_Type_10,50.585
2020,November,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_10,52.0945
2021,November,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_10,10.888
2021,May,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_10,5.0175
2020,April,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_10,44.1905
2020,June,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_10,28.339
2020,June,Plant_7,Customer_24,Primary_Market_Code_2,Material_Type_10,71.6475
2021,December,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_10,15.645
2020,July,Plant_2,Customer_24,Primary_Market_Code_2,Material_Type_10,41.875
2020,May,Plant_2,Customer_24,Primary_Market_Code_2,Material_Type_10,34.465
2020,March,Plant_2,Customer_24,Primary_Market_Code_2,Material_Type_10,44.0475
2022,February,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_10,18.152
2020,September,Plant_1,Customer_24,Primary_Market_Code_17,Material_Type_12,3271.072
2020,November,Plant_1,Customer_24,Primary_Market_Code_17,Material_Type_12,3520.5465
2022,January,Plant_2,Customer_24,Primary_Market_Code_17,Material_Type_12,3890.974376
2021,July,Plant_3,Customer_24,Primary_Market_Code_17,Material_Type_12,1709.14473
2020,April,Plant_6,Customer_24,Primary_Market_Code_17,Material_Type_12,4160.484901
2020,October,Plant_6,Customer_24,Primary_Market_Code_17,Material_Type_12,1501.336783
2022,January,Plant_6,Customer_24,Primary_Market_Code_17,Material_Type_12,2144.358278
2022,February,Plant_6,Customer_24,Primary_Market_Code_17,Material_Type_12,2199.63353
2021,December,Plant_2,Customer_24,Primary_Market_Code_17,Material_Type_12,4233.264374
2021,August,Plant_4,Customer_24,Primary_Market_Code_17,Material_Type_12,4193.8605
2021,December,Plant_4,Customer_24,Primary_Market_Code_17,Material_Type_12,3461.0415
2020,August,Plant_4,Customer_24,Primary_Market_Code_17,Material_Type_12,1174.104
2020,December,Plant_4,Customer_24,Primary_Market_Code_17,Material_Type_12,1098.6325
2021,January,Plant_4,Customer_24,Primary_Market_Code_17,Material_Type_12,1230.3955
2020,October,Plant_4,Customer_24,Primary_Market_Code_17,Material_Type_12,1268.161
2022,February,Plant_4,Customer_24,Primary_Market_Code_17,Material_Type_12,2714.057
2021,May,Plant_6,Customer_24,Primary_Market_Code_17,Material_Type_12,2971.67839
2021,November,Plant_6,Customer_24,Primary_Market_Code_17,Material_Type_12,2435.892576
2021,March,Plant_6,Customer_24,Primary_Market_Code_17,Material_Type_12,1934.30839
2021,May,Plant_7,Customer_24,Primary_Market_Code_17,Material_Type_12,1673.4055
2022,February,Plant_7,Customer_24,Primary_Market_Code_17,Material_Type_12,1440.5215
2021,October,Plant_7,Customer_24,Primary_Market_Code_17,Material_Type_12,1610.9455
2020,September,Plant_7,Customer_24,Primary_Market_Code_2,Material_Type_1,75.7005
2020,April,Plant_7,Customer_24,Primary_Market_Code_2,Material_Type_1,178.5875
2020,November,Plant_7,Customer_24,Primary_Market_Code_2,Material_Type_1,72.9945
2021,October,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_1,1018.578108
2021,November,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_1,768.800108
2021,January,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_1,529.9825
2021,September,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_1,719.081
2020,July,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_1,423.3845
2021,April,Plant_2,Customer_24,Primary_Market_Code_2,Material_Type_1,10.84
2021,August,Plant_2,Customer_24,Primary_Market_Code_2,Material_Type_1,9.99
2021,July,Plant_4,Customer_24,Primary_Market_Code_2,Material_Type_1,384.437
2020,May,Plant_4,Customer_24,Primary_Market_Code_2,Material_Type_1,300.013
2021,June,Plant_4,Customer_24,Primary_Market_Code_2,Material_Type_1,374.8275
2020,July,Plant_4,Customer_24,Primary_Market_Code_2,Material_Type_1,256.106
2021,August,Plant_6,Customer_24,Primary_Market_Code_2,Material_Type_1,0
2021,May,Plant_2,Customer_24,Primary_Market_Code_2,Material_Type_2,1057.63
2021,December,Plant_1,Customer_24,Primary_Market_Code_2,Material_Type_2,512.7145
2020,December,Plant_7,Customer_24,Primary_Market_Code_2,Material_Type_2,261.41
2021,November,Plant_7,Customer_24,Primary_Market_Code_2,Material_Type_2,65.75
2020,October,Plant_7,Customer_24,Primary_Market_Code_2,Material_Type_2,126.81
2021,September,Plant_7,Customer_24,Primary_Market_Code_2,Material_Type_2,24.38
2020,July,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_2,243.1297953
2020,November,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_2,234.9565
2021,February,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_2,300.0075
2021,June,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_2,386.255
2021,April,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_2,743.85
2021,May,Plant_1,Customer_24,Primary_Market_Code_3,Material_Type_2,18.7025
2020,August,Plant_1,Customer_24,Primary_Market_Code_3,Material_Type_2,13.39
2021,June,Plant_1,Customer_24,Primary_Market_Code_3,Material_Type_2,13.3675
2021,December,Plant_1,Customer_24,Primary_Market_Code_3,Material_Type_2,0
2020,November,Plant_6,Customer_24,Primary_Market_Code_2,Material_Type_2,10.212
2021,May,Plant_2,Customer_24,Primary_Market_Code_20,Material_Type_2,5.755
2021,November,Plant_2,Customer_24,Primary_Market_Code_20,Material_Type_2,17.69
2021,July,Plant_2,Customer_24,Primary_Market_Code_20,Material_Type_2,12.0675
2020,October,Plant_3,Customer_873,Primary_Market_Code_17,Material_Type_12,2.2651191
2020,March,Plant_3,Customer_873,Primary_Market_Code_17,Material_Type_12,1.38027
2021,April,Plant_1,Customer_616,Primary_Market_Code_17,Material_Type_12,0.74412
2021,November,Plant_1,Customer_616,Primary_Market_Code_17,Material_Type_12,2.2186752
2021,April,Plant_3,Customer_495,Primary_Market_Code_20,Material_Type_6,35.76
2020,May,Plant_3,Customer_495,Primary_Market_Code_20,Material_Type_6,35.76
2020,September,Plant_3,Customer_495,Primary_Market_Code_20,Material_Type_6,35.76
2020,March,Plant_3,Customer_495,Primary_Market_Code_20,Material_Type_6,62.8
2021,December,Plant_3,Customer_495,Primary_Market_Code_20,Material_Type_6,35.76
2021,October,Plant_3,Customer_495,Primary_Market_Code_20,Material_Type_6,35.76
2021,September,Plant_3,Customer_495,Primary_Market_Code_20,Material_Type_6,35.76
2020,August,Plant_3,Customer_495,Primary_Market_Code_20,Material_Type_10,0
2021,November,Plant_3,Customer_495,Primary_Market_Code_20,Material_Type_10,41.405
2021,October,Plant_3,Customer_495,Primary_Market_Code_20,Material_Type_10,41.405
2021,July,Plant_3,Customer_495,Primary_Market_Code_20,Material_Type_10,41.405
2021,April,Plant_3,Customer_495,Primary_Market_Code_17,Material_Type_12,63.91
2020,October,Plant_7,Customer_119,Primary_Market_Code_17,Material_Type_12,29.1
2021,February,Plant_7,Customer_119,Primary_Market_Code_17,Material_Type_12,20.15
2021,March,Plant_7,Customer_119,Primary_Market_Code_17,Material_Type_12,20.15
2020,August,Plant_7,Customer_119,Primary_Market_Code_17,Material_Type_12,2.3505
2020,June,Plant_7,Customer_119,Primary_Market_Code_10,Material_Type_7,17.9525
2020,December,Plant_7,Customer_119,Primary_Market_Code_10,Material_Type_7,2.4
2020,September,Plant_7,Customer_119,Primary_Market_Code_4,Material_Type_1,0
2020,November,Plant_7,Customer_119,Primary_Market_Code_4,Material_Type_1,0
2020,May,Plant_1,Customer_119,Primary_Market_Code_10,Material_Type_1,22.42
2021,December,Plant_3,Customer_821,Primary_Market_Code_17,Material_Type_12,681.036
2020,October,Plant_1,Customer_102,Primary_Market_Code_17,Material_Type_12,18.3945
2020,December,Plant_1,Customer_102,Primary_Market_Code_17,Material_Type_12,15.1901781
2020,September,Plant_4,Customer_102,Primary_Market_Code_17,Material_Type_12,121.75
2021,September,Plant_1,Customer_102,Primary_Market_Code_17,Material_Type_12,245.7914643
2020,August,Plant_1,Customer_102,Primary_Market_Code_1,Material_Type_1,119.13
2021,May,Plant_1,Customer_102,Primary_Market_Code_1,Material_Type_1,0
2020,April,Plant_4,Customer_102,Primary_Market_Code_1,Material_Type_1,9.245
2021,December,Plant_4,Customer_102,Primary_Market_Code_1,Material_Type_1,10.265
2021,September,Plant_1,Customer_102,Primary_Market_Code_1,Material_Type_1,0
2021,March,Plant_6,Customer_63,Primary_Market_Code_2,Material_Type_6,54.9435
2021,April,Plant_6,Customer_63,Primary_Market_Code_2,Material_Type_6,175.7635
2021,October,Plant_6,Customer_63,Primary_Market_Code_2,Material_Type_6,1.5375
2020,April,Plant_6,Customer_63,Primary_Market_Code_2,Material_Type_5,234.4795
2021,May,Plant_6,Customer_63,Primary_Market_Code_2,Material_Type_10,39.035
2020,March,Plant_6,Customer_63,Primary_Market_Code_2,Material_Type_10,3.8095
2020,July,Plant_6,Customer_63,Primary_Market_Code_2,Material_Type_10,51.5385
2020,November,Plant_6,Customer_63,Primary_Market_Code_2,Material_Type_10,3.8095
2020,July,Plant_6,Customer_63,Primary_Market_Code_17,Material_Type_12,2328.211524
2020,August,Plant_1,Customer_63,Primary_Market_Code_17,Material_Type_12,182.227
2021,May,Plant_1,Customer_63,Primary_Market_Code_17,Material_Type_12,46.8
2020,November,Plant_1,Customer_63,Primary_Market_Code_17,Material_Type_12,164.23
2021,February,Plant_1,Customer_63,Primary_Market_Code_2,Material_Type_2,70.07
2021,January,Plant_6,Customer_63,Primary_Market_Code_2,Material_Type_2,0
2021,December,Plant_1,Customer_63,Primary_Market_Code_2,Material_Type_2,0
2021,March,Plant_6,Customer_63,Primary_Market_Code_2,Material_Type_2,14.1985
2022,January,Plant_7,Customer_213,Primary_Market_Code_17,Material_Type_12,2.51625
2020,May,Plant_2,Customer_213,Primary_Market_Code_17,Material_Type_12,36.76774325
2021,July,Plant_2,Customer_213,Primary_Market_Code_17,Material_Type_12,0.7782345
2021,March,Plant_4,Customer_213,Primary_Market_Code_17,Material_Type_12,0.4442112
2020,November,Plant_1,Customer_213,Primary_Market_Code_17,Material_Type_11,18.3289872
2021,November,Plant_3,Customer_213,Primary_Market_Code_17,Material_Type_11,2.205656
2021,October,Plant_3,Customer_213,Primary_Market_Code_17,Material_Type_11,4.753325
2020,March,Plant_3,Customer_213,Primary_Market_Code_17,Material_Type_11,0.190454
2021,September,Plant_3,Customer_213,Primary_Market_Code_17,Material_Type_11,30.720872
2021,July,Plant_3,Customer_213,Primary_Market_Code_17,Material_Type_11,4.857554
2021,September,Plant_4,Customer_213,Primary_Market_Code_17,Material_Type_11,3.546907
2021,May,Plant_6,Customer_213,Primary_Market_Code_17,Material_Type_11,1.94619285
2021,December,Plant_6,Customer_213,Primary_Market_Code_17,Material_Type_11,10.1846898
2020,June,Plant_7,Customer_794,Primary_Market_Code_20,Material_Type_7,8.85
2021,July,Plant_3,Customer_824,Primary_Market_Code_24,Material_Type_5,13.2575
2020,November,Plant_3,Customer_824,Primary_Market_Code_24,Material_Type_5,0
2021,July,Plant_2,Customer_975,Primary_Market_Code_17,Material_Type_12,30.165
2021,December,Plant_2,Customer_975,Primary_Market_Code_17,Material_Type_12,4.474
2022,February,Plant_2,Customer_142,Primary_Market_Code_17,Material_Type_12,603.175
2020,April,Plant_1,Customer_78,Primary_Market_Code_17,Material_Type_12,699.8535
2021,September,Plant_1,Customer_78,Primary_Market_Code_17,Material_Type_12,250.665
2021,March,Plant_1,Customer_78,Primary_Market_Code_17,Material_Type_12,58.2595
2020,October,Plant_1,Customer_78,Primary_Market_Code_6,Material_Type_1,293.15
2020,May,Plant_1,Customer_78,Primary_Market_Code_6,Material_Type_1,66.93
2020,November,Plant_2,Customer_212,Primary_Market_Code_2,Material_Type_2,9.8775
2021,November,Plant_2,Customer_212,Primary_Market_Code_2,Material_Type_2,9.8775
2020,October,Plant_2,Customer_212,Primary_Market_Code_2,Material_Type_2,7.1975
2021,October,Plant_2,Customer_263,Primary_Market_Code_17,Material_Type_12,304.5605
2021,December,Plant_2,Customer_263,Primary_Market_Code_17,Material_Type_12,82.3585
2020,October,Plant_2,Customer_263,Primary_Market_Code_17,Material_Type_12,44.71
2022,February,Plant_2,Customer_263,Primary_Market_Code_2,Material_Type_2,16.9325
2021,November,Plant_3,Customer_639,Primary_Market_Code_24,Material_Type_5,2.7475
2021,August,Plant_3,Customer_639,Primary_Market_Code_24,Material_Type_5,2.7475
2020,December,Plant_7,Customer_639,Primary_Market_Code_2,Material_Type_5,7.365
2021,February,Plant_7,Customer_639,Primary_Market_Code_17,Material_Type_12,21.0775
2020,April,Plant_7,Customer_104,Primary_Market_Code_17,Material_Type_12,644.643
2020,August,Plant_7,Customer_104,Primary_Market_Code_17,Material_Type_12,56.030419
2020,May,Plant_7,Customer_104,Primary_Market_Code_17,Material_Type_12,24.25
2020,August,Plant_7,Customer_104,Primary_Market_Code_6,Material_Type_7,45.28788445
2021,June,Plant_7,Customer_104,Primary_Market_Code_6,Material_Type_7,3.1515
2021,March,Plant_3,Customer_633,Primary_Market_Code_15,Material_Type_5,0
2021,July,Plant_3,Customer_633,Primary_Market_Code_15,Material_Type_5,0
2021,March,Plant_4,Customer_662,Primary_Market_Code_17,Material_Type_12,26.09
2021,December,Plant_3,Customer_17,Primary_Market_Code_2,Material_Type_5,85.77
2021,June,Plant_3,Customer_17,Primary_Market_Code_2,Material_Type_5,30.045
2020,December,Plant_3,Customer_17,Primary_Market_Code_2,Material_Type_5,67.6475
2020,July,Plant_3,Customer_17,Primary_Market_Code_2,Material_Type_5,14.67
2020,March,Plant_3,Customer_17,Primary_Market_Code_17,Material_Type_12,608.7582296
2021,March,Plant_3,Customer_17,Primary_Market_Code_17,Material_Type_12,125.3093724
2020,May,Plant_3,Customer_17,Primary_Market_Code_17,Material_Type_12,793.2200259
2021,April,Plant_3,Customer_17,Primary_Market_Code_17,Material_Type_12,284.0317739
